I_ti,V_i
0.0,100.0
-0.02000034667959713,99.9953789722652
-0.0399997027665754,99.99067980372205
-0.05999809099300845,99.98590419554483
-0.07999551817697684,99.98105153359376
-0.09999198431848064,99.9761218178688
-0.11998742311167453,99.97111362343495
-0.1399817512505709,99.96602516001838
-0.15997504744467575,99.96085811911294
-0.17996731169398905,99.95561250071869
-0.19995853223426815,99.95028817322172
-0.2199485753926304,99.94488364114083
-0.23993749197145497,99.93939947283367
-0.259925264441339,99.93383547218794
-0.27991187527287964,99.9281914430914
-0.29989743227918475,99.92248165811962
-0.3198818359743961,99.91669646066401
-0.33986504180191357,99.91083253477615
-0.3598470327657546,99.90488974591828
-0.3798277918699376,99.89886795955259
-0.3998073021184802,99.8927670411413
-0.41978554651540084,99.88658685614664
-0.43976250806471734,99.8803272700308
-0.45973816977044774,99.87398814825603
-0.4797125146366102,99.8675693562845
-0.4996855256672226,99.86107075957847
-0.519657185866303,99.8544922236001
-0.5396274782378697,99.84783361381167
-0.5595963857859405,99.84109479567535
-0.5795638915145334,99.83427563465335
-0.5995299784276664,99.82737599620792
-0.6194946295293577,99.82039574580124
-0.6394578278236254,99.81333474889554
-0.6594195563144873,99.80619287095304
-0.6793797980059617,99.79896997743595
-0.6993385359020663,99.79166593380648
-0.7192957530068195,99.78428060552685
-0.739251432324239,99.77681385805927
-0.759205556858343,99.76926555686595
-0.7791581096131497,99.76163556740912
-0.7991090735926769,99.75392375515098
-0.8190584318009426,99.74612998555375
-0.8390061672419651,99.73825412407965
-0.8589522629197621,99.73029603619088
-0.8788968883408789,99.72228126554562
-0.8988398680693058,99.71418786313451
-0.9187811776630489,99.70601466923175
-0.9387208007952317,99.69776164142388
-0.9586587211389779,99.68942873729748
-0.9785949223674109,99.68101591443907
-0.9985293881536543,99.67252313043524
2.9972578035316406,87.07362979895296
2.980036863603963,87.0815529514481
2.9628143699241614,87.08940698637683
2.945590336473842,87.09719190157064
2.9283647772360797,87.10490769492394
2.9111377061952948,87.11255436439411
2.893909137337318,87.12013190800151
2.8766790846493455,87.1276403238295
2.859447562120005,87.13507961002442
2.842214583739232,87.14244976479573
2.8249801634983176,87.14975078641594
2.8077443153899577,87.15698267322067
2.7905070534081284,87.16414542360869
2.7732683915481537,87.17123903604191
2.7560283438066566,87.17826350904546
2.738786924181629,87.18521884120769
2.7215441466723065,87.19210503118013
2.704300025279215,87.1989220776777
2.6870545740042218,87.20566997947847
2.6698078068504096,87.21234873542397
2.6525597378221453,87.21895834441901
2.6353103809250302,87.22549880543181
2.6180597501659713,87.23197011749397
2.600807859553053,87.23837227970054
2.5835547230955873,87.24470529121005
2.566300354804164,87.25096915124446
2.549044768690522,87.25716385908932
2.5317879787676225,87.26328941409365
2.5145299990495955,87.2693458156701
2.497270843551812,87.27533306329488
2.4800105262907572,87.28125115650784
2.462748751338861,87.28709745816948
2.445484961817102,87.29286711124692
2.4282200335112725,87.29856744662146
2.4109539802885083,87.30419846277782
2.3936868160163653,87.3097601582588
2.376418554562913,87.31525253166514
2.3591492097965814,87.3206755816557
2.341878795586224,87.32602930694738
2.3246073258011632,87.3313137063151
2.3073348143110595,87.33652877859194
2.290061274985983,87.34167452266905
2.272786721696362,87.34675093749571
2.2555111683130464,87.35175802207935
2.2382346287071906,87.35669577548553
2.2209571167502906,87.36156419683802
2.2036786463142395,87.3663632853187
2.1863992312711957,87.37109304016774
2.1691188854936554,87.37575346068346
2.1518376228543907,87.38034454622247
2.13455545722654,87.3848662961996
2.1172724024834535,87.38931871008795
2.0999884724987616,87.39370178741889
2.082703681146417,87.3980155277821
2.0654180423005597,87.40225993082561
2.0481315698355953,87.40643499625568
2.0308442776261426,87.41054072383704
2.013556179547093,87.41457711339271
1.9962672894734963,87.41854416480408
1.9789776212806012,87.42244187801097
1.9616871888438987,87.42627025301158
1.9443960060390069,87.43002928986257
1.927104086741728,87.43371898867903
1.9098114448280032,87.43733934963448
1.8925180941739796,87.44089037296095
1.8752240486558822,87.44437205894894
1.8579293221500648,87.44778440794748
1.840633928533053,87.45112742036407
1.8233378816814207,87.45440109666481
1.806041195471857,87.45760543737431
1.7887438837811143,87.46074044307578
1.7714459604860782,87.463806114411
1.7541474394636394,87.46680245208034
1.7368483345907437,87.46972945684283
1.719548659744436,87.47258712951607
1.7022484288017359,87.47537547097639
1.6849476556397018,87.47809448215871
1.6676463541353885,87.48074416405669
1.6503445381659065,87.48332451772264
1.6330422216082994,87.48583554426762
1.6157394183395906,87.4882772448614
1.5984361422368307,87.4906496207325
1.581132407176972,87.49295267316823
1.5638282270369346,87.49518640351462
1.5465236156935553,87.49735081317657
1.52921858702366,87.4994459036177
1.51191315490393,87.50147167636052
1.494607333210956,87.5034281329864
1.477301135821281,87.50531527513549
1.4599945766112756,87.50713310450686
1.4426876694572077,87.5088816228585
1.4253804282351874,87.51056083200723
1.4080728668212386,87.51217073382888
1.3907649990911697,87.51371133025815
1.3734568389206236,87.51518262328871
1.3561484001851238,87.51658461497323
1.338839696759949,87.51791730742332
1.3215307425201974,87.51918070280963
1.3042215513407394,87.52037480336182
1.2869121370962864,87.52149961136857
1.2696025136612596,87.5225551291776
1.2522926949098432,87.52354135919575
1.2349826947160274,87.52445830388886
1.2176725269534816,87.52530596578195
1.200362205495626,87.52608434745912
1.1830517442155797,87.52679345156358
1.1657411569862237,87.5274332807977
1.148430457680083,87.52800383792301
1.1311196601693663,87.52850512576025
1.1138087783260189,87.52893714718931
1.096497826021591,87.5292999051493
1.079186817127308,87.52959340263858
1.0618757655140239,87.52981764271473
1.0445646850522814,87.52997262849459
1.027253589612192,87.53005836315427
1.0099424930634777,87.53007484992919
0.992631409275524,87.53002209211405
0.9753203521172491,87.52990009306289
0.958009335457175,87.52970885618909
0.9406983731633729,87.52944838496536
0.9233874791035355,87.52911868292381
0.9060766671448457,87.52871975365592
0.8887659511540296,87.52825160081257
0.8714553449973992,87.52771422810405
0.8541448625407262,87.52710763930011
0.8368345176493146,87.52643183822995
0.8195243241879422,87.5256868287822
0.8022142960209382,87.524872614905
0.7849044470120452,87.52398920060595
0.7675947910244783,87.52303658995226
0.7502853419209621,87.52201478707056
0.732976113563613,87.52092379614707
0.7156671198140003,87.51976362142759
0.6983583745330981,87.51853426721746
0.6810498915813561,87.51723573788166
0.6637416848185653,87.51586803784474
0.6464337681039156,87.51443117159089
0.6291261552960346,87.51292514366394
0.6118188602528658,87.51134995866738
0.5945118968317318,87.50970562126437
0.5772052788892923,87.50799213617778
0.5598990202816019,87.50620950819015
0.5425931348639899,87.50435774214377
0.5252876364911057,87.50243684294065
0.5079825390169663,87.50044681554257
0.4906778562948304,87.49838766497108
0.4733736021772632,87.49625939630748
0.4560697905160933,87.49406201469293
0.4387664351624694,87.49179552532836
0.4214635499667443,87.48945993347455
0.4041611487785155,87.48705524445214
0.3868592454466757,87.48458146364162
0.3695578538192854,87.48203859648338
0.3522569877436408,87.47942664847768
0.33495666106622357,87.47674562518472
0.3176568876327672,87.47399553222462
0.30035768128813123,87.47117637527744
0.2830590558763513,87.4682881600832
0.265761025240681,87.46533089244194
0.24846360322347172,87.46230457821362
0.23116680366623354,87.45920922331825
0.21387064040959292,87.45604483373589
0.19657512729335114,87.4528114155066
0.17928027815636494,87.4495089747305
0.16198610683659176,87.44613751756783
0.14469262717113685,87.44269705023886
0.12739985299612444,87.43918757902401
0.11010779814677152,87.43560911026378
0.09281647645733049,87.43196165035886
0.07552590176116203,87.42824520577005
0.058236087890604527,87.42445978301834
0.040947048677025144,87.42060538868489
0.02365879795086423,87.41668202941109
0.006371349541513194,87.41268971189854
-0.010915282722625097,87.40862844290902
-0.028201085014178506,87.40449822926463
-0.04548604350674501,87.40029907784772
-0.06277014437501505,87.39603099560091
-0.08005337379472532,87.3916939895271
-0.09733571794261064,87.38728806668952
-0.11461716299653135,87.38281323421175
-0.13189769513540628,87.3782694992777
-0.1491773005392607,87.37365686913162
-0.16645596538916174,87.36897535107818
-0.18373367586734224,87.3642249524824
-0.2010104181571557,87.35940568076974
-0.2182861784430261,87.35451754342607
-0.23556094291057694,87.34956054799771
-0.25283469774656364,87.34453470209144
-0.27010742913891983,87.3394400133745
-0.2873791232766958,87.33427648957463
-0.3046497663501808,87.32904413848009
-0.32191934455085613,87.32374296793961
-0.33918784407134983,87.31837298586252
-0.35645525110556076,87.31293420021868
-0.37372155184859257,87.3074266190385
-0.3909867324968026,87.301850250413
-0.40825077924773634,87.29620510249379
-0.42551367830025155,87.2904911834931
-0.44277541585445346,87.28470850168381
-0.4600359781117431,87.27885706539941
-0.47729535127475,87.27293688303409
-0.4945535215474597,87.26694796304271
-0.5118104751351644,87.26089031394083
-0.5290661982444189,87.25476394430473
-0.5463206770831626,87.24856886277139
-0.5635738978606566,87.24230507803858
-0.5808258467875296,87.23597259886479
-0.5980765100757135,87.22957143406933
-0.6153258739385683,87.22310159253226
-0.6325739245908364,87.21656308319447
-0.6498206482485924,87.20995591505768
-0.6670660311293721,87.20328009718445
-0.6843100594521039,87.1965356386982
-0.7015527194371585,87.18972254878318
-0.7187939973062829,87.1828408366846
-0.7360338792827255,87.17589051170854
-0.753272351591189,87.168871583222
-0.7705094004577844,87.16178406065293
-0.7877450121101544,87.1546279534902
-0.8049791727774089,87.14740327128371
-0.8222118686901734,87.14011002364427
-0.8394430860805229,87.13274822024377
-0.8566728111821067,87.12531787081505
-0.8739010302301022,87.11781898515201
-0.8911277294611677,87.11025157310962
-0.9083528951135673,87.1026156446039
-0.9255765134271059,87.09491120961194
-0.9427985706431756,87.08713827817192
-0.9600190530046928,87.07929686038317
-0.9772379467562216,87.07138696640612
-0.994455238143926,87.06340860646236
2.976015180934416,130.85767898608768
2.9500380955354037,130.86367886382172
2.92405983348141,130.86957461149063
2.8980804153547313,130.8753662277392
2.8720998617348608,130.8810537112822
2.8461181931985466,130.8866370609046
2.820135430319853,130.89211627546138
2.7941515936699597,130.89749135387746
2.7681667038172475,130.90276229514768
2.742180781327217,130.90792909833684
2.7161938467625752,130.91299176257957
2.6902059206830344,130.91795028708017
2.6642170236453726,130.92280467111289
2.6382271762034923,130.92755491402147
2.6122363989082213,130.93220101521942
2.5862447123073986,130.9367429741898
2.560252136945792,130.94118079048525
2.5342586933651843,130.94551446372787
2.5082644021041745,130.94974399360927
2.4822692836982365,130.95386937989042
2.456273358679778,130.95789062240166
2.4302766475779407,130.96180772104265
2.404279170918688,130.96562067578233
2.378280949224721,130.9693294866588
2.352282003015567,130.97293415377936
2.3262823528073757,130.97643467732044
2.3002820191129842,130.97983105752752
2.274281022441971,130.9831232947151
2.2482793833004595,130.98631138926666
2.222277122191203,130.98939534163463
2.1962742596135034,130.9923751523403
2.1702708160632964,130.99525082197374
2.1442668120329516,130.9980223511939
2.1182622680113337,131.00068974072838
2.0922572044838597,131.0032529913735
2.0662516419322996,131.00571210399423
2.0402456008348655,131.0080670795241
2.0142391016661234,131.0103179189652
1.9882321648970862,131.01246462338813
1.9622248109950085,131.0145071939319
1.93621706042345,131.01644563180395
1.910208933642332,131.01827993828005
1.8842004511077386,131.02001011470426
1.8581916332720039,131.02163616248893
1.8321825005836285,131.02315808311457
1.806173073487366,131.0245758781299
1.780163372424024,131.0258895491517
1.7541534178305227,131.0270990978649
1.7281432301399542,131.0282045260223
1.702132829781383,131.02920583544477
1.676122237179933,131.0301030280211
1.6501114727567034,131.03089610570788
1.6241005569288574,131.0315850705296
1.59808951010942,131.03216992457845
1.5720783527073392,131.0326506700144
1.5460671051275445,131.0330273090651
1.520056170440364,131.0333014502037
1.4940453146720158,131.0334720281252
1.468034447175178,131.03353857919345
1.4420235886329689,131.033501107144
1.4160127597269145,131.03335961579128
1.3900019811370257,131.0331141090288
1.3639912735418664,131.03276459082886
1.3379806576183646,131.03231106524277
1.3119701540419118,131.03175353640074
1.2859597834862866,131.03109200851196
1.2599495666237588,131.03032648586446
1.2339395241248976,131.0294569728253
1.2079296766586416,131.02848347384034
1.1819200448923692,131.0274059934345
1.155910649491711,131.02622453621157
1.1299015111206483,131.02493910685422
1.1038926504414395,131.0235497101241
1.077884088114716,131.02205635086173
1.0518758447993002,131.0204590339866
1.0258679411522702,131.01875776449708
0.9998603978290315,131.01695254747045
0.9738532354831282,131.01504338806294
0.947846474766342,131.01303029150966
0.9218401363286208,131.01091326312468
0.8958342408181736,131.0086923083009
0.8698288088812847,131.0063674325102
0.8438238611623818,131.0039386413033
0.8178194183041101,131.00140594030992
0.7918155009471382,130.99876933523862
0.7658121297302611,130.99602883187686
0.7398093252903255,130.993184436091
0.7138071082623298,130.99023615382634
0.6878054992792308,130.98718399110706
0.6618045189720192,130.98402795403624
0.6358041879697898,130.98076804879582
0.6098045268995476,130.9774042816467
0.5838055563863116,130.97393665892864
0.5578072970530399,130.97036518706025
0.5318097695207284,130.96668987253912
0.5058129944082221,130.96291072194165
0.4798169923322839,130.9590277419232
0.45382178390766814,130.95504093921795
0.42782738974693,130.950950320639
0.401833830460522,130.94675589307838
0.3758411266567263,130.94245766350687
0.3498492989417479,130.93805563897425
0.3238583679195286,130.93354982660918
0.29786835419181745,130.92894023361913
0.2718792783582398,130.92422686729049
0.24589116101610964,130.9194097349885
0.219904022760528,130.91448884415735
0.19391788418430922,130.90946420232
0.16793276587808004,130.90433581707833
0.14194868843009156,130.89910369611314
0.11596567242628741,130.893767847184
0.0899837384503781,130.8883282781294
0.06400290708364742,130.88278499686672
0.03802319890505479,130.8771380113922
0.01204463449115778,130.87138732978087
-0.013932765583781537,130.86553296018673
-0.03990898074799332,130.85957491084258
-0.06588399043212578,130.85351319006008
-0.0918577740691755,130.84734780622978
-0.11783031109467546,130.84107876782107
-0.14380158094659823,130.83470608338217
-0.16977156306542662,130.82822976154017
-0.19574023689405728,130.8216498110011
-0.221707581877989,130.81496624054967
-0.24767357746525076,130.8081790590496
-0.27363820310633247,130.80128827544334
-0.2996014382543748,130.79429389875233
-0.32556326236506905,130.7871959380767
-0.35152365489673043,130.77999440259552
-0.377482595310201,130.77268930156666
-0.40344006306903557,130.7652806443269
-0.42939603763943324,130.75776844029178
-0.4553504984901684,130.75015269895573
-0.48130342509277546,130.742433429892
-0.5072547969214543,130.7346106427527
-0.5332045934531406,130.7266843472687
-0.5591527941674101,130.71865455324985
-0.5850993785466634,130.71052127058468
-0.6110443260760592,130.70228450924063
-0.6369876162434412,130.69394427926397
-0.6629292285395303,130.68550059077978
-0.6888691424578217,130.67695345399198
-0.7148073374946611,130.66830287918333
-0.7407437931491456,130.65954887671538
-0.7666784889233111,130.65069145702853
-0.7926114043220635,130.641730630642
-0.8185425188531069,130.6326664081538
-0.8444718120271343,130.62349880024084
-0.8703992633577265,130.61422781765873
-0.8963248523614281,130.604853471242
-0.9222485585576459,130.59537577190395
